"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"RI1559512","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 348-2561",0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,54,54,70,"No"
"RI1559513","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(201) 937-3515",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"No"
"RI1559517","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 268-1520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,51,"No"
"RI1559518","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 767-1413",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,15,16,28,"No"
"RI1583825","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 749-8700",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32,32,54,"No"
"RI1592010","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 845-5600",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,9,27,"No"
"RI1592012","Groundwater","GW","1979-03-08",47,"State","State","Yes","No","No","No","(401) 295-0044",0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,1,32,33,58,"No"
"RI1592018","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 624-8432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"RI1592020","Groundwater","GW","1979-03-08",47,"Local","State","No","No","No","No","(401) 568-2459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,15,"No"
"RI1592021","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 789-0271",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12,"No"
"RI1592022","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 683-2090",0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,13,"No"
"RI1592023","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 855-1907",0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,2,0,0,0,0,0,2,81,83,111,"No"
"RI1592024","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 521-6300",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,7,8,11,"No"
"RI1615610","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 435-7701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,4,12,"No"
"RI1615614","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 767-2200",0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,2,19,"No"
"RI1615616","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 233-1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,5,18,"No"
"RI1615619","Surface Water","SW","1979-03-08",47,"Local","State","Yes","Yes","No","No","(401) 625-1502",0,0,0,0,0,0,1,0,0,0,1,29,30,0,0,0,0,0,0,1,0,0,0,1,34,35,40,"No"
"RI1615623","Groundwater","GW","1979-03-08",47,"Local","State","Yes","Yes","No","No","(401) 789-9331",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,8,22,"No"
"RI1615624","Groundwater","GW","1979-03-08",47,"Private","State","Yes","Yes","No","No","(401) 789-0271",0,0,0,0,0,0,0,2,0,0,2,3,5,0,0,0,0,1,0,0,5,0,0,6,3,9,20,"No"
"RI1615626","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 580-3116",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,"No"
"RI1615627","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","Yes","No","No","(401) 921-9798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,"No"
"RI1647511","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","No Information",0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,58,58,78,"No"
"RI1647512","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(617) 413-6162",1,0,0,0,0,1,0,0,0,0,2,24,26,1,0,0,0,0,1,0,0,0,0,2,27,29,39,"No"
"RI1647515","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 245-2022",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,38,"No"
"RI1647516","Surface Water","SW","1979-03-08",47,"State","State","Yes","No","No","No","(401) 222-1288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33,"No"
"RI1647529","Groundwater","GW","1980-08-22",46,"Private","State","Yes","No","No","No","(401) 218-8334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,"No"
"RI1647530","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 658-0666",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,14,30,"No"
"RI1858410","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 231-1433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,"No"
"RI1858411","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 567-1255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,"No"
"RI1858419","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 423-7225",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11,11,22,"No"
"RI1858421","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 783-5494",0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,52,52,78,"No"
"RI1858422","Groundwater","GW","1979-03-08",47,"State","State","Yes","No","Yes","No","(401) 874-7896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,35,"No"
"RI1858423","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 334-6735",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,"No"
"RI1858428","Groundwater","GWP","1981-05-27",45,"Local","State","Yes","No","No","No","(401) 782-0637",0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,11,0,0,11,1,12,21,"No"
"RI1858429","Groundwater","GWP","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 782-0637",0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,0,0,8,4,12,22,"No"
"RI1858430","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","No","(401) 466-3232",0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,63,63,77,"No"
"RI1858435","Groundwater","GW","1982-05-17",44,"Private","State","Yes","No","No","No","(401) 647-2974",0,0,0,0,4,0,0,0,0,0,4,5,9,0,0,0,0,4,0,0,0,0,0,4,11,15,28,"Yes"
"RI1900020","Groundwater","GW","1983-01-28",43,"Private","State","Yes","No","No","No","(401) 391-2038",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,54,54,67,"No"
"RI1900034","Groundwater","GW","1993-02-03",33,"Local","State","Yes","No","No","No","(508) 234-7358",0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,35,35,41,"No"
"RI1900042","Surface Water","SWP","1991-03-29",35,"Local","State","Yes","No","No","No","(401) 624-8432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"RI1900046","Surface Water","SWP","1998-07-07",28,"Federal","State","Yes","No","No","No","(401) 841-6376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,"No"
"RI1900051","Surface Water","SWP","1998-07-07",28,"Local","State","Yes","No","No","No","(401) 921-9798",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7,13,"No"
"RI1900053","Groundwater","GW","1998-07-07",28,"Local","State","Yes","No","No","No","(401) 539-7490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,2,11,29,"No"
"RI2000053","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","No","(401) 300-1334",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"No"
"RI2000059","Groundwater","GW","1980-12-29",46,"Public/Private","State","Yes","No","Yes","No","(401) 949-0690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
"RI2000083","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","No","(401) 231-7016",1,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,0,0,0,0,0,1,7,8,18,"No"
"RI2000165","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","No","(718) 931-9700",1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,2,10,12,21,"No"
"RI2051311","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 619-1555",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,16,"No"
"RI2519424","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 783-4538",0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,55,55,109,"No"
"RI2585312","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 295-5076",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,10,33,"No"
"RI2585313","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 497-4665",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,16,"No"
"RI2674924","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(413) 348-4884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"RI2674925","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 529-6798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,"No"
"RI2674928","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(201) 527-7014",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9,9,14,"No"
"RI2753326","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 453-0038",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,18,"No"
"RI2942525","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 736-8300",0,2,0,0,0,0,0,0,0,0,2,29,31,0,3,0,0,0,0,0,0,0,0,3,36,39,68,"No"
"RI2943224","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(914) 481-1670",0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,120,120,150,"No"
"RI2973130","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","No","(401) 356-0334",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,27,27,45,"No"
"RI2980001","Groundwater","GW","1987-12-08",39,"Private","State","Yes","No","No","No","(401) 662-5125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,"No"
"RI2980003","Groundwater","GW","1987-12-18",39,"Private","State","Yes","No","No","No","(401) 624-4029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,97,"No"
"RI2980017","Groundwater","GW","1988-02-05",38,"Private","State","Yes","No","No","No","(401) 323-8938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,"No"
"RI2980146","Groundwater","GW","1988-03-23",38,"Local","State","Yes","No","No","No","(401) 568-5100",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,"No"
"RI2980323","Groundwater","GW","1998-07-07",28,"Private","State","Yes","No","No","No","(401) 524-5467",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,18,"No"
"RI2980414","Groundwater","GW","2005-11-15",21,"Private","State","Yes","No","No","No","(401) 309-8494",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,4,"No"
"RI2980423","Groundwater","GW","2007-06-29",19,"Private","State","Yes","No","No","No","(401) 941-2900",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,8,"No"
"RI2980426","Groundwater","GW","2008-08-26",18,"Private","State","Yes","No","No","No","(401) 736-8300",0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,18,19,21,"No"
"RI2980447","Groundwater","GW","2012-11-16",14,"Private","State","Yes","No","No","No Information","(617) 535-3392",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"RI2980452","Groundwater","GWP","2013-08-14",13,"Private","State","Yes","No","No","No Information","(401) 738-5660",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,9,"No"
"RI2980453","Groundwater","GWP","2013-08-14",13,"Private","State","Yes","No","No","No Information","(401) 738-5660",0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,2,0,0,3,14,17,21,"No"
"RI2980473","Groundwater","GWP","2019-05-20",7,"Local","State","Yes","No","No","No Information","(401) 377-7761",0,0,0,0,1,0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No"
"RI2980475","Groundwater","GWP","2018-02-16",8,"State","State","Yes","No","No","No Information","(401) 268-6003",1,0,0,0,0,0,0,0,0,0,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"No"
"RI2980476","Surface Water","SWP","2019-11-22",7,"Private","State","Yes","No","No","No Information","(401) 737-4111",0,0,0,0,0,0,0,0,0,0,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"No"
"RI2980487","Groundwater","GW","2023-02-27",3,"Private","State","Yes","No","No","No Information","(401) 295-1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Yes"
"VT0000196","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","No","No","(802) 772-7121",0,0,0,0,1,0,0,0,0,0,1,13,14,0,0,0,0,1,0,0,0,0,0,1,68,69,157,"Yes"
"VT0005001","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 758-2202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,"No"
"VT0005002","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 453-2410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"No"
"VT0005003","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 382-8522",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,25,25,32,"No"
"VT0005004","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 377-1966",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,7,"No"
"VT0005005","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 453-4034",0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,26,26,35,"No"
"VT0005006","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 349-7137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,"No"
"VT0005007","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 349-7137",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,43,"No"
"VT0005010","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 377-1038",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,12,13,82,"No"
"VT0005012","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 623-6211",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,107,"No"
"VT0005013","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 379-9916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,"No"
"VT0005016","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 442-1037",0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,11,29,"No"
"VT0005017","Surface Water","SW","1981-07-23",45,"Local","State","Yes","Yes","No","No","(802) 442-3883",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005018","Surface Water","SWP","1981-07-23",45,"Private","State","Yes","No","No","No","(518) 392-1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"No"
"VT0005020","Groundwater","GW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 362-4571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"No"
"VT0005021","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 362-3147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"No"
"VT0005022","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 362-1313",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,7,"No"
"VT0005024","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 824-5522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"No"
"VT0005026","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 823-5222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,"No"
"VT0005027","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(508) 740-5726",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,24,24,143,"No"
"VT0005028","Surface Water","SW","1981-06-18",45,"Local","State","Yes","No","No","No","(802) 423-7681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"No"
"VT0005029","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 633-3454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,22,183,"No"
"VT0005031","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 274-1440",1,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,0,0,0,0,0,1,14,15,74,"No"
"VT0005033","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 487-4820",0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,147,147,200,"No"
"VT0005037","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 684-3352",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,21,21,30,"No"
"VT0005038","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(508) 843-6534",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,37,37,47,"No"
"VT0005039","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 472-5939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,"No"
"VT0005040","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 626-5834",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005041","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 626-9040",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,21,"No"
"VT0005042","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 592-3940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,"No"
"VT0005043","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 757-3983",1,0,0,0,0,0,0,0,0,0,1,24,25,1,0,0,0,0,0,0,0,0,0,1,85,86,110,"Yes"
"VT0005045","Surface Water","SW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 748-3926",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,26,44,"No"
"VT0005046","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 748-8594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84,"No"
"VT0005048","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 467-3377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"No"
"VT0005049","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 274-7919",0,0,0,0,2,0,0,0,0,0,2,14,16,0,0,0,0,2,0,0,0,0,0,2,39,41,105,"Yes"
"VT0005051","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 343-7423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,"No"
"VT0005052","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 828-4660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"No"
"VT0005053","Surface Water","SW","1981-06-18",45,"Local","State","Yes","Yes","No","No","(802) 863-4501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"No"
"VT0005056","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 377-5127",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,6,19,"No"
"VT0005057","Surface Water","SWP","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 860-3315",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,17,"No"
"VT0005058","Surface Water","SWP","1981-07-23",45,"Local","State","No","No","No","No","(802) 735-8095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"VT0005059","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 862-4621",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,12,"No"
"VT0005060","Surface Water","SWP","1981-07-23",45,"Local","State","No","Yes","No","No","(802) 735-8095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"VT0005065","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 878-1344",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005066","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 316-6133",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"No"
"VT0005070","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 482-4206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,55,"No"
"VT0005076","Groundwater","GW","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 434-2060",3,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,0,0,0,0,0,0,3,5,8,43,"No"
"VT0005077","Surface Water","SWP","1981-07-23",45,"Local","State","Yes","No","No","No","(802) 899-2938",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005078","Groundwater","GW","1981-07-23",45,"Private","State","Yes","No","No","No","(802) 922-1714",0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,8,8,61,"No"
